File Name,LPIPS Value
4.tif,0.7088190317153931
6.tif,0.7505848407745361
3.tif,0.6956709623336792
10.tif,0.7128369212150574
2.tif,0.9507964849472046
7.tif,0.7755517959594727
5.tif,0.7448896169662476
1.tif,0.7728440761566162
8.tif,0.8391748666763306
9.tif,0.7736321091651917
